Light Blue,Fire Shell,Green,Relaxed,Black Banquet Suit,Star Shaped Glasses,Gentleman Hat,Transparent Latte Cup
Burly Wood,Factory Shell,Green,Naughty,Pink Shirt with Pockets,Heart Shaped Glasses,none,High Glass
Light Sea,Winged Shell,Green,Naughty,Flower Casual Shirt,N95 Mask,none,Wooden Cup
Light Sea,Basic Shell Grey,Green,Obsessed,Zodiac Tee,Lipstick Print,Gentleman Hat,Horn Cup
Light Blue,Basic Shell Grey,Green,Charming,Tee with Bear,Respirator Gamma,Gentleman Hat,High Glass
Light Blue,Digital Shell,Green,Charming,Leaf Casual Shirt,Flying Goggles,none,Crema Latte Cup
Lavender,Basic Shell Yellow,Green,Kawaii,Tee with Smiley,Respirator Beta,none,Striped Latte Cup
Light Sea,Winged Shell,Green,Kawaii,Khaki Outer Shirt,Flying Goggles,Gentleman Hat,Cyberpunk Cup
Steel Blue,Winged Shell,Green,Kawaii,Chess Board Tee,none,Gentleman Hat,Odd Shape Cup
Wheat,Honey Jar Shell,Green,Calm,Tee with Smiley,Band Aid,none,Odd Shape Cup
Light Grey,Scale Armor Shell,Green,Naughty,Peace Tee,Flying Goggles,none,Cookie Cup
Light Blue,Fire Shell,Green,Charming,Priest Outfit,Star Shaped Glasses,Gentleman Hat,Thermos Cup
Lavender,Scale Armor Shell,Green,Calm,Clown Costume,High Tech Glasses,Gentleman Hat,Blue Mug
Wheat,Triangle Armor Shell,Green,Wink,Wasteland Clothing,Heart Shaped Glasses,none,Takeaway Cup
Burly Wood,Basic Shell Blue,Green,Naughty,Film Photo Tee,N95 Mask,Gentleman Hat,Striped Latte Cup
